question,answer,passage
얼음 나이에 비해 매니는 가족이 있었다,True,"맨프레드 '머니'는 모두 5개의 아이스 시대 영화에서 유행하는 모종이다 그의 성격은 고집스럽고 성질이 강하며 대립하는 모습을 보이지만 그렇지 않은 사랑과 용기가 있는 것으로 나타났다. 첫 번째 영화에서는 동굴을 지나는 동안 인간에게 살해당한 아내와 아이와 함께 매니의 동굴 그림이 얼어붙었고, 이는 매니가 보호하지 못해 매우 감동적인 순간이다. 맨니는 아이스 시대에 엘리와 사랑을 찾는다. 멜트다운이다. 아이스 시대: 공룡의 다윈은 엘리가 임신했을 때 불안하다. 영화가 끝나면 페이치라는 아기 딸의 자랑스러운 아버지가 된다. 아이스 시대: 드리프트는 10대 딸과 말다툼을 하다가 디에이고, 시드, 할머니와 함께 표류장에 끌려 들어갔다. 그와 그 팀은 이후 구트 대위가 이끄는 해적군을 만난다. 팀이 탈출하자 그들은 배를 파괴하고 시라를 데리고 간다. 이것은 그들을 쫓아내는 대위를 무너뜨렸다 이후 그는 거의 사이렌에 의해 조작되고 있다"
고등학교 중학교 선배가 후배 학생들을 연기할 수 있다,True,"후배 교육팀 멤버들은 교육감 직원들이 교육 대상자보다 경험이나 능력이 떨어지기 위해 결정한 하위 학급이다. 그런 만큼 이들 선수들이 바르시티 차원에서 경쟁할 수 있도록 준비하기 위해 후배 선수단을 활용하고 있다. 다른 학교에서는 JV와 바르시티 사이의 라인은 모든 선수가 일정 학년 수준(일반적으로 선배, 중소 학교, 후배) 등의 경우 상위권 선수 수에 한정돼 있어 재능이 뛰어난(또는 잘 연결된) 학생 선수들에 대한 예외가 거의 없는 것으로 나타났다."
그레이의 해골 8시즌에 누구나 죽는다,True,"'불빛'은 미국 텔레비전 의료드라마 그레이의 안나토리 8회 시즌 24회, 마지막 편으로, 전반적으로 172회 방송이 진행되고 있다. 시리즈 크리에이터 쇼다 로임즈가 쓴 작품으로, 로브 코넬이 연출했다. 이 에피소드는 당초 2012년 5월 17일 미국 ABC에서 방송됐다. 이번 에피소드에서는 항공사고 피해자인 시애틀 그레이스 서부병원 의사 6명이 생존을 위해 싸우고 있지만 결국 렉시 레이(차일러 리) 박사는 죽는다. 리처드 웨버(제임스 픽센스, 주니어) 박사가 출국하는 주민들을 위한 연례 만찬을 계획하고 있는 시애틀에서 오웬 헌트(케빈 맥킨드)가 닥터 테디 알트만(김 라이버)과 미란다 베일리(핸드라 윌슨)를 화재하는 등 다른 이야기가"
다른 회사가 소유하고 있는 티모바일,True,"티모바일은 독일 통신사 도이치텔레콤 AG의 이동통신 자회사가 사용하는 브랜드 이름이다. 이 브랜드는 오스트리아(자회사 T-Mobile Ortica), 체코(T-모바일 체코공화국), 네덜란드(T-MOBILE Nederland), 폴란드(티모바일-폴스카), 미국(T-モ바일 미국) 등에서 활동하고 있다. 기존에는 알바니아(현재 텔레콤), 크로아티아(현 Hrvatski Telekom), 독일(현 도이치텔레콤 ), 헝가리(현 마그야르 텔레컴), 마그네그로(현 크로노고르스키 텔레크롬), 영국(현 EE 리미티드), 로마니아(노 텔레코마니아), 슬로바키아(로마크 텔레곰) 등 다른 나라에서 자회사들이 사용한 이름이었다."
포인트 가드와 같은 사격 가드,False,일반적으로 코트에서는 포인트 가드가 팀장이다. 이런 포지션에는 실질적인 볼 처리 능력과 플레이 도중 팀을 원활하게 할 수 있는 능력이 필요하다. 이름이 의미하는 대로 슈팅가드는 종종 최고의 슈팅맨이며 장거리에서 정확하게 촬영할 수 있을 것으로 보인다. 일반적으로 볼 핸들링 능력도 뛰어나다. 작은 전진은 공을 다룰 때 바구니에 공격적인 접근이 자주 있다. 전력과 센터는 보통 '로포스트' 선수들이 바구니에 가서 팀의 1차 리바운더나 슈팅 블록터로 활동하거나 안에서 촬영할 수 있는 패스를 받는 경우가 많다. 그 센터는 보통 두 사람 중 더 크다
굴곡과 같은 낡은 패션 밀가루,False,"죽죽으로 팔리는 롤러드 밀가루는 보통 단단한 밀감이 없어졌다. 그들은 종종 그러나 늘 가볍게 구워지거나 압력을 조절하거나 '프로세스'를 어떤 패션으로 처리하는 경우가 많았다. 두꺼운 밀가루는 덩치 전체가 크고, 얇은 줄기가 작고 조각조각이 나 있다. 더 이상 가공하지 않고 단순히 전체적으로 굴러가는 오트는 죽으로 조리해 '올드패시'로 먹을 수 있지만, 더 높은 조각과 처리가 가공되어 물을 훨씬 쉽게 흡수하여 죽에 더 빨리 조리하기 때문에 때로는 '쿠키'나 '인스턴트'로 불린다. 롤러드 밀리는 그래놀라와 밀리의 주성분이 가장 많다."
항상 영역 코드를 누르셔야 합니다,False,"번호 번호의 영역 코드가 번호와 다른 경우에만 7자리 다이얼로 번호를 누르면 된다. 같은 도시에서 같은 7자릿수의 지역번호가 두 개의 다른 지역 코드에 배정되지 않도록 중앙사무소 코드 보호를 실시하기 위해 오타와-헐(613.819), 캔자스시티 MO/KS(816/913), 워싱턴DC(202) 등 일부 지역사회가 시행했다. 지역 번호가 부족해 지역 코드가 추가된 분할 계획도시 내에서는 코드 보호가 가능하지 않으며, 코드를 분할할 때 이들 지역의 전화는 10자릿수가 됐다."
그 색깔의 강이 바다로 만들어지는 것,False,"댐, 다변화, 열전력 발전소의 물, 저수지의 발전 손실 등으로 인한 흐름 감소 등이 이어지고 있는데, 이 중 하나는 강의 자연 활주로의 15% 이상을 섭취하는 것으로 콜로라도 강 델타와 캘리포니아 만에 심각한 생태적 역사적으로 대형 민물이 유출되고 광범위한 염분이 있는 델타는 걸프에서 수생종을 위한 중요한 사육장을 제공했다. 오늘날의 탈식 델타는 이전 크기의 단 한 부분만이 더 이상 적절한 서식지를 제공하지 못하고 있으며, 생선과 새우, 바다 포유류의 인구는 극적인 감소세를 보이고 있다. 콜로라도 강이 바다에 이르렀던 1963년 이후 유일한 시기는 1980∼1990년대 엘니노 행사 때였다."
모든 팀이 모든 스타 경기에서 선수를 얻을 수 있다,True,"선수 선발 과정에 대한 논란이 계속되는 것은 각 팀이 리그 올스타 명단에 최소 한 명의 대표를 두어야 한다는 규정이다. 이는 대형마트 팀이 선수단을 완전히 장악하지 못하도록 막고, 팀에 선수가 없으면 팬들이 게임에 관심을 갖지 않을 것이라는 지적이 나온다. 경기의 목적은 메이저리그 최고의 선수들을 스포트라이트하는 것이며, 강팀의 일부 선수가 약자 팀에서 보다 약한 선수에게 찬성할 수 있다는 게 규칙의 반대라고 주장하고 있다."
신들의 정원은 국립공원이다,False,신의 정원은 미국 콜로라도주 콜로ラ도에 위치한 공공공원이다. 그것은 1971년 국가자연랜드마크로 지정되었다
검은색 카드 같은 것이 있습니다,True,"블랙카드 LLC는 미국 금융 서비스 업체로, 블랙 카드(마스터 카드)가 블랙레이스 뱅크 캐슬링이 발행한 보상 카드를 제공한다. 이 카드는 2015년 기준으로 계좌 보유자에게 연간 회원금이 495달러, 이 계좌에 추가로 인가된 사용자에 대해서는 195불이다. 2015년에는 블랙카드가 비자에서 마스터카드로 재브랜드됐다."
11월에 북카로리나에서 눈이 내리는 것,True,"일년에 평균 45인치의 비가 내리고 있다(산속에서 기온이 낮다). 7월 폭풍은 이 강수량의 상당 부분을 차지한다 캐롤리나에서 따뜻한 계절 동안 비가 15% 이상 쏟아지는 것은 열대성 사이클론 때문으로 분석할 수 있다. 가을과 겨울에는 대개 산들이 눈을 좀 본다. 남서쪽에서 내리는 강풍은 산 서쪽 강수량이 평균 80인치(2,000㎜) 떨어지는 반면 동북쪽 경사면은 절반 이하로 떨어진다."
두 분자가 같은 세트의 원자를 함유할 수도 있지만 성격은 다를 수 있다,True,"분자의 아이소메르(////; 그리스의 아스소메르, 아시오스, '평등', 메로스 = '파트')는 각 요소의 원자 수가 같지만 원자의 배열은 다르다. 다른 분자와 같은 분자 공식이 있지만 화학 구조가 다르다. 이소머가 반드시 비슷한 성격을 공유하는 것은 아니며, 기능군도 같지 않는 한 비슷하다. 구조적 이omer주의(또는 헌법적 이상주의)와 고정관념(또는, 공간적 이머리즘) 두 가지 주요 형태가 있다."
챔피언스리그에서 우승한 적이 한 번도 없다,True,"웨인 마크 버튼(1985년 10월 24일생)은 프리미어리그 클럽 에버턴에서 뛰는 잉글랜드 프로축구 선수다. 전진으로서 경력이 많이 뛰었고, 다양한 미드필드 역할에도 활용되고 있다. 그는 잉글랜드 대표팀과 맨체스터 유나이티드의 기록적인 골코어다. 클럽 차원에서는 유럽 슈퍼컵을 제외하고 영어, 대륙, 유럽축구 등에서 가능한 모든 영예를 얻었다. 마이클 카릭과 함께 프리미어리그와 FA컵, UEFA 챔피언스리그, 리그컵, 유럽축구연맹, FIFA 클럽 월드컵 등에서 우승한 영어 선수는 유일하다."
우리 안에서 투표를 할 시민이 되어야 합니다,True,"연방법은 1996년부터 비시민이 연방선거에서 투표를 금지하고 벌금과 징역, 무혐의, 추방 등으로 처벌하고 있다. '투표 당시(...) 자신이 미국 시민이었다고 믿을 수 있을 정도로 합리적으로 믿었던 부모'가 시민인 부모를 둔 뒤 16세가 되기 전부터 미국에서 영구 생활을 시작한 비시민은 처벌 면제다. 연방법은 국가나 지방선거에서 비시민의 투표를 금지하는 것은 아니지만, 1926년 아칸소주가 불시민 투표의 마지막 국가가 된 이후 국가는 국민의 국가선거를 허용하지 않고 있다. 이 중 11개 지방자치단체는 비시민이 지방선거(타코마파크, 바르네스빌, 마틴의 추가, 에디션, 체비 체이스 3, 5, 글렌 에코, 가렛파크 하이어츠빌, 레이너, 리버 파크)에서 투표할 수 있도록 했다. 샌프란시스코는 학교 이사회 선거(2018년 베이징)에서 비시민 학부모가 투표할 수 있도록 했다."
다릴라 칠면조에서 촬영된 아프리카 여왕,False,"터키 포르탄에서 만연한 강둑의 장면이 촬영됐다는 신화가 커졌다. 그러나 이번 촬영에서 간행된 헤버번의 책(p.118)에는 ""우리는 다시 출발할 예정이었지만, 존(휴스턴)은 호수로 나오기 전 고도의 수마일에서 보기와 나를 촬영하고 싶었다""고 적혀 있다. 이에 따라 아프리카(우간다, 콩고)와 런던 스튜디오의 위치를 촬영했다."
세계에서 가장 큰 사무실 건물인 50개국,True,"펜타곤은 세계 최대 규모의 오피스빌딩으로 약 650만㎡(60만㎡)가 이 가운데 370만sqft(34만m)가 사무실로 이용되고 있다. 국방부에서는 약 2만3천명의 군,민간인 직원과 약 3천여명의 비국방 지원 인력이 근무하고 있다. 지상 5층, 지하 2층, 층당 5개 반지가 있으며 총 17.5mi(28.2㎞)의 복도가 있다. 국방부는 핵전쟁 발발로 소련이 대상이 될 것이라는 추정에 대해 냉전 당시 발생한 별명인 '지상 제로'로 불리는 5개 학살(2만㎡) 중앙광장을 포함한다."
이것이 최고의 쇼맨을 위해 쓴 것이었다,True,"'이게 나야'는 영화 '위대한 쇼맨'을 위해 케일라 세이즈가 공연한 곡이다. 2017년 10월 26일 대서양 레코드를 통해 '대단한 쇼맨: 오리지널 모션 사운드 트랙'과 '공식 리드 싱글'로 출시했다. 제75회 골든글로브 어워드에서 '베스트 오리지널 송'의 골든 글로브상을 수상했으며, 제90회 아카데미 시상식에서 베스트원작 송 어카데미상 후보로 지명됐다. 미국 가수 케샤가 공연한 두 번째 버전은 2017년 12월 22일 공개됐다."
무료 아이와토비 수영 클럽 3시즌이 열릴 예정이다.,True,"프리라는 제목의 세 번째 시즌 12에피소드! 미래에 대한 다이브가 2018년 7월 11일 시작된다. 가와나미 이사쿠가 새로운 시리즈를 지휘하기 위해 복귀하고, 모든 스태프와 캐스팅이 역할을 다시 맡을 예정이다."
농업조정법의 일환으로 농민들이 보조금을 지급받았다,True,농업조정법(AAA)은 흑자를 줄여 농산물 가격을 끌어올리기 위해 마련된 뉴딜 시대의 미국 연방법이었다. 정부가 도축을 위해 축산을 사들여 농민들에게 땅 일부를 심지 않도록 보조금을 지급했다. 이들 보조금 지원금은 농산물을 처리한 기업에 대한 전속세를 통해 발생했다. 이 법은 보조금 분배를 감독하기 위해 미국 농림부 소속 기관인 농업조정청을 신설했다. 1929년 연방농장이사회를 설립한 농업마케팅법은 이 행위에 대한 강력한 전제조건으로 평가받았다. AAA는 다른 뉴딜 프로그램과 함께 연방정부가 미국에서 경제 복지를 해결하기 위한 최초의 실질적인 노력을 대변했다.
